10,"This was by far one of the greatest meals that I had while in Maine. There brunch was to die for. We ate several items which were good, but the entire table LOVED my fried green tomato Benedict. 

This was the perfect blend of flavors and the fried green tomato was cooked perfectly. 

The one thing we didn't really enjoy was the Corned Beef Hash. The ratio of potatoes and onions to meat was off, it seemed like just a bunch of meat with one or two pieces of potato and onion."
11,"Walked in early on a Friday morning and got probably the last table available; there was a line out the door by the time we left. Given that and the rave reviews on Yelp, I was very excited to try this place.

Hot Suppa does its best to bring southern food to the northern states, with middling results. My boyfriend and I split the fried chicken biscuit sandwich with gravy and blueberry waffles. Though he loved the chicken sandwich, I wasn't a fan - the coating was soggy, the gravy was mediocre, and the hash browns weren't crispy. Also it was all white meat, so pretty dry. The bluberry waffles were SUPER thin (which I actually liked better), and the sauce/whipped cream was pretty delicious. Waffle itself wasn't anything special, though.

Sadly I didn't get a chance to try any of the coffee drinks, which looked pretty interesting."
12,We had lunch there.  The atmosphere and the food was memorable. I had the Cubano and fries. Both were filling. A friend had the tomato soup. Definitely homemade soup.  Bartender was friendly.
13,"I can't find anything wrong with this place ...

We stopped here on the way home from Acadia on the way back to CT. Was instantly drawn to them for happy hour that featured $1 oysters. We were seated instantly in the cute outdoor area, though had plenty of inside choices too. 
Great cocktail drinks features for $1 during HH (I guess maybe they could do even more deals ‍) and they hit the spot. Oysters were great and the wings were crispy, saucy, and quite yummy. These apps, along with the specials board, convinced us we wanted dinner too. 
All the food was very fresh, beautifully plated, and delicious.  Great values considering how fresh the ingredients were. Took a little while to come out, but served warm and looked great. Our waitress was also very attentive and helpful. 

Would recommend if you are looking for a genuinely good bite to eat.  Also appreciate a good single stall, clean bathroom."
14,I was really excited to try the fried chicken at hot suppa. I have to say based on the reviews I had high hopes but was rather let down. We tried the fried chicken which I felt was too sweet. The sweet tea brine makes the chicken a little uncomfortably sweet over savory. The Mac and cheese was creamy but could have used more texture from the breakcrumbs. The salad had lettuce that was clearly not fresh and was just overall not impressive. Their collards were fine and the cornbread was slightly too dry Maybe their brunch is better.
15,"Man, what a place! The fried chicken was crispy and tender and well seasoned. The portion size is generous and the staff was incredibly friendly. Their peach cobbler was superb, and it was gluten free too. Everyone could eat here and be happy! I'm from the South, and they're doing Southern right up here in Maine. Hot Suppa is the spot!"
16,"After driving 6 hours from Long Island, we arrived at Hot Suppa for breakfast. And what a breakfast!

Get there early and prepare to struggle to find parking. We got there at 7:30 on a Friday and were seated right away, but the line was out the door by 8:30. 

The servers were super friendly and fast, and drinks and food were excellent. My friend got the Cajun Bloody Mary which was nicely spicy (they're known for their bloodys so you can't go wrong) and I got the greyhound cocktail with gin. Also can't go wrong with gin and grapefruit juice. 

Their portions are generous. And so are the prices. The mother clucker is delightfully heavy, and even the fried green tomato BLT was gigantic and hearty. 

I wish I had the opportunity to come back for dinner. Next time!!!"
17,"Read rave reviews for here so of course, i had to SUPPA fly here....ok i tried

The wait for a Saturday night around 730 wasnt bad at all.  Got seated for a table of 3 and the server was very attentive to us right away.

Ordered the charbroiled oysters, also ordered the $1.50 oysters (right!?!? 1.50?!?!) and the 3 of us ordered the friedchicken, as it was the most popular choice).  I was SUPER TEMPTED to order the nashville fried chicken because of the VERY HOT, YOU TRY ON YOUR OWN RISK spicy warning but i was also scared.

The server offered to have the sauce on the side for a buck more, which i happily comply with.  For my side, i ordered the shirmp, corn gumbo

Ok lets start with the oysters - now now, lets not start a yelp storm, BUT...it was my first time having it -_-, so does my review count?  YES!  The charbroiled ones were delicious, with that garlic butter and parm...OMGGGOODDNESSS...why are you delicious.  Then i had my raw oyster...i mean...for a 1.5, if i didnt like it...it didnt hurt my wallet.  It was a bit more on the sweeter end but i have to say...it wasnt my favorite (cause i dont like the texture)

Ok...enough already - to the main course....my CHICKEN.  So sidenote - i was a bit upset that my friend got like an extra piece of chicken (3 in total) and i only got 2, wth?!  Anyways, so here is my chicken, i believe one was thigh and one was breast.  The skin was crispy and flavorful, not thin crispy though.  The chicken meat itself...could have use a bit more love with some seasoning..i felt like it could have seep in a bit more.  The chicken, i do have to say...was moist and not dry.  I had a hard time finding the meat in one of my piece so i was a bit sad.  
The gumbo soup was a bit disappointing...i felt like it was a bit on the lighter side where as the gumbo texture is much thick and rich.  I even tried adding the nashville hot sauce to it to see if it would taste (dont do it!)

ONTO my main point - the nashville sauce...to be honest, it is spicy...like shit does kinda hurt...BUT BUT BUT! the part that im upset about it....it is nasty bitter...it has nothing but bitter and burn, so it was not enjoyable! Can you imagine if i have gotten my fried chicken covered in that?! I WOULD HAVE BEEN SO DISAPPOINTED!!  I had to mix it with ketchup to enjoy the chicken."
18,"Great brunch. Very small place, so be prepared to wait. Not inexpensive either, but awesome eggs benny!"
19,"We had the best time at Hot Suppa. We got some drinks, the wine was great, and some wings. They were so good we ordered seconds! The staff was also really friendly and helped us get a table even though we didn't have a reservation. It definitely got busy, even on a freezing cold winter night so plan ahead and reserve a table if you can. The atmosphere is cozy because the place is so small and we really overall just loved everything about it. Can't wait to go back!"
20,"The cup of shrimp, corn and andouille chowder is a must-have. Just the right amount of heat paired with a full-bodied chowder. Great for a cold day! Falafel salad was simple, with great dressing and Pineland Farm cheese was a great compliment. This lunch combo was a good pair."
21,"This was our first stop in Maine (during our road trip to Maine). Parking was a little bit of a hassle, but we parked on the street not too far away from the restaurant (but.. 25 cents for 12 minutes @.@). We got seated after waiting for 10-15 minutes.
I ordered hash beef with two pouched eggs (chose hash brown instead of grits), and my husband ordered motherclucker. They were both solid brunch options. We both agreed that hash beef was cooked to perfection and was the best one we've had so far. My husband really enjoyed the gravy over chicken, but we had better ones when we did our trip to Georgia. Coffee and other drinks were okay. Enjoyed our first meal in Maine."
22,"My group stopped here for brunch on a recent trip to Portland. and WOW. We all agreed that these were the best eggs benedict we've ever had. The eggs benedict with fried green tomatoes is absolutely fantastic. The tomatoes were really crispy but so juicy on the inside. Hash browns were alright, not too crispy or flavorful. The mother clucker is another solid option. It is super flavorful and filling. 

Each brunch item will set you back around $15, but I think it's worth a stop on any visit to Portland.

They also have an extensive coffee/latte menu if you want some caffeine with your brunch."
23,"I was so excited to try the food, considering raving reviews. We arrived around 1, when the place was dying out. We waited around 7-10 minutes for a table. Breakfast & lunch is served until 2pm. At 2, doors are locked and new customers are not allowed. Usually, the place is packed, so your best bet is to arrive like we did, an hour before closing. 

The atmosphere is casual. Large, wooden furniture. Modern and classical hits playing on the radio. Cozy atmosphere. Pleasant to relax over a friendly chat. Not a lot of spacing, so not suitable for large parties.

The staff are very friendly and helpful. Service is quick, so nothing to remark on there.
 
We were starving, so were super ready for some rockin food based on stellar reviews and our Airbnb host's recommendations. What we got was underwhelming.

My bf got the soup (with shrimp) with grilled cheese ($9). Tiny cup of soup and a small sandwich. Not filling for anyone, especially a man. The soup was hearty and slightly spicy, solid flavor, no complaints. Wish the portion was bigger. Grilled cheese was nothing spectacular. 

I got corned beef hash ($17), which was the establishment special. The waitress highly recommended it so of course I had high expectations. Per waitress's suggestion, ordered it with hollandaise (which they make in house) on the side. The tiny paper cup was an additional $2 charge, which was a bit pricey. Hollandaise was delicious, no complaints there. Very creamy and light. Per recommendation, got the grits instead of hash. Regretted that decision. Grits were very watery and I couldn't eat much of it. Corned beef itself was well cooked, but nothing special, probably the most forgettable I've ever had. The portion comes with two eggs any way. I chose eggs Benedict. Huge disappointment. Eggs were stale and flavorless. Probably the worst eggs Benedict I've ever had. Overall, the entire dish was a let down. Expected so much more. Especially for $19, which is a dinner restaurant price for a plate, not for a simple breakfast egg dish. You can find much better for a better price.

Maine maple latte ($5) was tasty, but too sweet. 

Overall, average food, comfy, casual atmosphere, but not worth the money. You can find better."
24,"Maybe not a hidden gem anymore but truly a local treasure.  We arrived at 10am on a Saturday morning and the wait was already about 25 minutes but heed my advice and do the wait because it is so worth it!  

Moving on the food, wow just wowwww! I died and went to Eggs Benny heaven when I took a bite out of my order which I brilliantly topped with Fried Green Tomatoes.  I am still patting my own back for choosing that combo and wondered why I've not seen this option before, not even in New Orleans? The folks here at Hot Suppa really have something extraordinary.  Even the hash browns side was deliriously tasty.  My daughter couldn't sing enough praises for their French Omelette. 

Needless to say, this was one of our most memorable meals on our weekend getaway to Portland."
25,"Found this place while researching ""must try"" restaurants in Portland.  The Benedict was recommended.  Came on a Sunday so the wait was pretty bad, but I'm not even factoring that into the review because that's normal.  In fact, it made me pretty optimistic.

My husband got the eggs Benedict with bacon, I got it with the Smoked Salmon.  The were both just Okay, nothing to write home about but the hash browns were actually just disgusting.  They didn't even taste like potatoes.  I don't know if we got a batch of rotten potatoes or they cook them in something unusual, but they were gross.  We both got the runs shortly after coming home.  

I realllllly wanted to like this place :/"
26,"NO PRIVATE LOT. Must find street parking which is a pain! After you park, another obstacle, the wait! If you get hangry, find another restaurant! I got the Mother Clucker, basically the Biscuit & Sausage Gravy Benedict with boneless fried chicken. Very filling. Everything was great!"
27,"My first inclination was to run the other way, when I saw the crowd packed into the entrance waiting for tables on a Friday morning. But I'm glad my wife and I waited...it only took about 20 minutes, and the breakfast was well worth it. We each had eggs benedict...for her, the traditional kind, for me, a smoked salmon variety. Everything was delicious and the service was excellent."
28,"I've enjoyed most of my meals here. The weight staff is always friendly and personable, though the wait time can often be time prohibitive. 

For Portland, the prices are good. A dinner for one, with a beer and app can be done for $25 or less.

I hail from the South and really enjoy the fried greet tomatoes. However, this East Coast idea that ""shrimp and grits"" or ""chicken and waffles"" is a thing in the deep south is fiction. No offense to Hot Suppa, everybody does it. I only mention it because the shrimp and grits just aren't very good. The name is appealing what the texture, taste and consistency is just, well, a bit gross. So pass on that when you visit. 

Not the biggest dessert menu but who needs it when you have so much other (good) food to choose from?!"
29,"I liked it. 

But the food wasn't good enough to outweigh the wait, lack of parking and impersonal service. 

The sausage gravy is awesome, biscuits were good. Everything else lacked flavor, but kudos for the variety of hot sauce and condiments on the table.

The host was nice, our server wasn't rude but barely spoke. 

If there was no wait I might try again, but based on the 700+ reviews I don't think that's ever the case."
30,"Walked to Hot Suppa this morning. It's in a really charming neighborhood in Portland. It is very small so if you are 2+ party be prepared to wait 40+ mins before getting seated. I was alone, so was seated immediately at the bar. I ordered the pulled pork sandwich and hash browns. The sandwich was lacking a bit in flavor and could have used more bbq sauce. The bread was however delish and the hash browns were piping hot. 

Very cute spot, but a few tweaks could make it a gem. Thanks Portland!"
31,"I always appreciate restaurants that provide unique and creative brunch dishes. I mean, who can't make toast and eggs at home? Hearing about the southern style flair that Hot Suppa provides on their brunch menu, I was excited to check out all of the goodness. 

As everyone has stated in other reviews, the long waits and lines are not a myth. My husband and I have come a couple times when the wait has been over an hour long. However, sometimes you can hit the restaurant at a decent time (8-9:30am) and only wait about 30 minutes. The restaurant is very small and has limited seating, so sometimes sitting at the bar gets you in a little quicker. 

In a recent trip, I decided to try their famous bloody mary, which had a nice kick to get the day going. Probably one of my favorite bloodies in Portland. One of my friends ordered the maple latte, which was also really good. I ended up ordering the fried green tomato egg benedict, because benedicts are just amazeballs and fried green tomatoes? Why not?! The eggs were cooked to perfection, the tomatoes, flavorful, and the hash browns are cooked crispy and delicious. 

So the food and drinks are great...so why the four stars? First off, as I have stated, the place gets super busy, which I get can be overwhelming and sometimes frustrating. But each time I have come, the hostess has always been rude and uninviting. I would get one day being a little ""off"" but it has been consistent every time. It's just a little off putting. However, the wait staff is always accommodating and nice. Secondly, I find that many of their options are very over-priced. I don't mind putting down some cash for a great brunch, but I found some of their prices were extensive. 

Overall, Hot Suppa does provide a unique brunch experience if you are willing to wait, just be prepared to drop some serious dollah bills, y'all."
32,"Been here a couple of times, almost always a line but worth the wait. I always get the chicken and waffles don't know why I don't change it up but it's so damn good. Parking is kind of a pain in this area, just FYI"
33,"I am so furious right now, I've been to Hot Suppa several times for dinner with friends, I'm in town for a couple of months for work, I went for breakfast today, deliberately choosing a non-rush time, as I was alone, I was asked ""How many"" told the hostess ""Just me"" and was told ""You can sit at the bar"" I said  ""The bar? No, I'd like a table"" there were a few tables available and was told ""Sorry, you have to sit at the bar"". I walked out. Horrifying customer service."
34,"Delicious, reasonably-priced, southern-themed food in a small, cute, cozy atmosphere. Came here once for HH - oysters were cheap at $1/piece but they only had one variety and it didn't blow me away. Second time I came here in early December on a Saturday for brunch at 9:30am for a party of 2 and waited for ~20 minutes. We got bottomless coffee and shared the fried chicken and waffles special and the biscuits and sausage gravy with eggs sunnyside up (both were DELISH!) The waffle was thin but comes with a mound of butter that just soaks right in, it was amazing! 

The total was ~$15/person which is not bad at all for brunch in Portland. Plus it was sooooo much food, I took leftovers home for another full meal. I'm from the south and do feel that this place is sort of hyped up just because there aren't a ton of places to get your southern food fix here and wouldn't want to wait an hour to eat here. If you're craving oysters there are better places to go, but the southern items they do, they do very well!"
35,"@@ road trip post @@

Pros:
* Surprisingly short wait for a Friday night. They were able to sit a 6 person party in about 20 minutes. We called ahead to get an idea of what the wait was like.
* Small cute restaurant. 
* Food was okay. Tried the falafel sandwich which... Well, it tasted really fresh and healthy because it had a LOT of chopped lettuce, but also that means it had a very small amount of falafel in it. Roasted beet salad was pretty good. 
* Good local beer selection. Mostly leaning IPA, as they tend to these days.
* We waaaay overstayed our welcome and they didn't make us feel that way at all. We were catching up and didn't realize the restaurant had closed. That was really nice of them, although of course I wish we hadn't been the extra burden.


Cons:
* No personal experience, but a friend who researched workers' rights in Amherst a couple of years ago shared that the owner didn't treat workers well."
36,"Been here a million times but recently went after going vegan. The server was very knowledgeable and accommodating. I ordered hashbrowns topped with sautéed veggies and a plain toasted bagel with peanut butter and jelly on the side. For other vegan options, it looks like their falafel salad could be vegan without the tzatziki and feta cheese."
37,"Located across the street from Tandem Coffee. Two great options so near each other!

Street parking here at Hot Suppa, also no call aheads or reservations. We had to wait about 10 min on a Friday morning (holiday weekend), and the space itself is quite small. Very cozy and homey!

Started with a Maine maple latte, they don't have soy milk here but substituted with almond milk and was still very delicious!

Tried their famous corn beef hash and it did not let me down! This was hands down the best corn beef hash I have ever had! Not too salty, real meat, pressed on a griddle to perfection. Served with two eggs, two pieces of toast, and potato hash. We also got a side of grits with cheddar. Don't pass this up!

Highly recommend this place if you are able to snag a seat here on busy breakfast mornings. Thanks for a great and delicious time! Will be back next time I am visiting Portland :)"
38,"Just what I'm looking for in a brunch spot, and I'd be happy to come back and try another meal.

I love their peaceful back patio, and their menu options- I was able to customize my brunch exactly to my liking, both savory and sweet (one bacon waffle, one order of home fries topped with peppers), and it was tasty and well-executed. Service was friendly too.

Note though that you will wait a long time and you may wonder if they've forgotten you- this place is really popular."
39,"Yup, Hot Suppa is THE place to go for a memorable brunch in Portland. Stop by, get your name on the list and then circle back in an hour or so. 
The corned beef hash was unique and out of this world with flavor, I'd highly recommend it. They've got phenomenal coffee, and plenty of other cool drinks to tickle your fancy. 
Attentive, knowledgeable servers and a cool decor. We sat outside and a hidden patio/courtyard around back that I didn't know existed. I'm excited to continue my journey thru the menu's many tasty options next time!"
40,"As others mention, this restaurant is small and VERY popular. My friend and I arrived around 10:30am on a Monday and were surprised to find a considerable wait. This is definitely not the place to come with a large party! There's also almost no space in which to cool your heels and wait, so take that into consideration when you make your plans. Anyway, the food and service were great! My friend had been lamenting the lack of good iced tea in Portland, but Hot Suppa delivered. I also loved my ice mocha. My breakfast choice - the three-egg scramble with a side of kale salad and the cornbread - was incredibly filling and very flavorful. Definitely worth the visit if you are in Portland!"
41,"For a Southern Soul Food spot far away from the South, this place is pretty good.  

While visiting Portland with my wife and 4-month-old son, we picked this placed based on reviews and were quite impressed.  We were able to get in quickly and the service was excellent.  We ordered several things to share.  We got a few oysters (they were only $1.50 each so why not), the poutine, the catfish tacos, shrimp and grits, and the Fried Chicken with Mac and Cheese.

The Oysters were really good!  They tasted fresh and the housemade cocktail sauce was absolutely delicious.  And since my wife does not like oysters, I got these all to myself :):):)

The Catfish Tacos were amazing.  Having never eaten catfish before I really don't know what it should taste like, but if it tastes like that I WANT MOOOOOOREE!!!

The poutine was a little disappointing to me.  Having grown up in Canada and being a little bit of a food snob, I may be being a little bit harsh, but poutine is near and dear to my heart and I feel like I have to defend it.  But then, I did order a Canadian classic at a southern soul food place so what can I expect.  I just felt like the gravy needed more seasoning, so still not a bad choice.

The shrimp and grits were good, but they were not what I was expecting.  The sauce/gravy that was on the shrimp tasted quite tomatoey, which was strange to me.  It was seasoned kinda like a tomato vegetable soup, but again, since I have never had shrimp and grits before I can't be super harsh on this.  The shrimp was cooked very well and still tasted great!

The Mac and Cheese was the star of the night. It was delicious! (For the one bite I got to taste).  I had ordered my piece of fried chicken in the Nashville Hot seasoning, and while it tasted super good and I thoroughly enjoyed it, it was so hot that I could not taste anything else.  I would absolutely order the Hot chicken again, but would wait until the end of the meal to eat it so I got to enjoy everything else.

Overall, this place was very god and I wouldn't be opposed to going back in the future :)"
42,"Delicious! Went here for a late brunch. It's pretty small inside, but we only waited a few minutes for a table. I had the red green burrito. You could add meat for an extra charge, which I didn't do. It came with scrambled eggs, beans, peppers, hash browns and cheese. I liked how I could tell the hash browns were crispy even in the burrito. It was a good size and very filling. The menu looked good with lots of options I would want to try if I came back!"
43,"Came here because I heard that this has the best corned beef hash in Portland!

Went in on a Sunday around 1030 and waited about 25-30 minutes for a table for 2.

I always grade places by their corned beef hash, and this place did not let me down! The exterior was crisp and on the inside were actual pieces of corned beef instead of the usual mash of meat.  I am pretty impressed with the food. The sourdough wasn't too tangy but it was perfect to wipe down the plate after I ate my over easy eggs. The coffee is great, definitely a strong blend and not your typical watered down coffee.

My advice would be to come early, put your name down, and wait patiently. If you aren't there when they call your name, they will go to the next party on the list. And when you come back you'll be first in line again to receive a table, unless there's other people in the same situation as you."
44,"My mom and I went to Hot Suppa for lunch on a Thursday and were told the wait was an hour! Being dedicated brunchers, we gladly waited in the cool AC, and to our delight, we were seated in a booth in 15 minutes!

Because we both wanted chicken and waffles, we ordered two waffles, and the Mother Clucker. They will not make substitutions! Prices are standard, but borderline overpriced. $3 for a glass of iced tea? $2 for Maine Maple syrup? Not the cheapest brunch, but worth it!

The fried chicken wasn't the best I've had, as it wasn't super crunchy and flavorful, but it was juicy and the coating had a nice peppery taste. I also shared my mom's creamy, shredded hash browns with a golden brown crust. Yum. My favorite part by far was the waffle with a buttery, vanilla taste. Somehow, the thin, crispy waffle still possessed moisture with a light texture. Next visit, I'll order a waffle plate, because the eggs look perfectly cooked."
45,"Small restaurant however the food is amazing! Definitely worth the wait, if you encounter a wait. Just street parking, probably at a meter. Still worth it! I ordered the corn beef with egg on marble rye. It also had a slice of melted Swiss  between the corn beef and egg. The egg yolk was just a bit runny, which is perfect! The sandwich was filling and tasty! My daughter had the red green burrito  and she enjoyed hers as well. I had a taste and it was filled with scrambled eggs and black beans and peppers. The taste was amazing! Definitely a place to check out if visiting Portland! They are closed between 2-5pm."
46,"We had an amazing and delicious meal. Started of with the Charbroiled oysters - they were so good, came with bread to absorb the flavorful sauce. I have tried a lot of fish tacos but these were the best. I had a side of cornbread and collards, which were perfect. We also had deviled eggs - 2 types and both were delicious. I highly recommend this place."
47,"Amazing food! Full disclosure- be prepared to wait and wait and wait.....and wait some more if you want to partake in the enlightening tastes of Hot Suppa (or arrive super early). 

That out of the way...wife and I indulge a breakfast or two every month at Hot Suppa. This is a very small restaurant, as is almost every restaurant in Portland Proper. Put your name on the list and grab some coffee. Be alert at the sound of your name as well because they will only call it once. 

Now, the food! Wonderful, absolutely wonderful. The waffles are crisp and light and perfectly made. The real maple syrup goes a long way draped over the waffle. The eggs are Gordon Ramsay quality. Light, fluffy, warm, and decadent. The maple bacon is crisp and meaty. 

The service! Genuine smiles and swift service. They are attentive and proactive in ensuring a quality experience once seated. 

This is a favorite of ours in Portland. If you find yourself in Portland or if you live here, you are missing out if you don't endure the wait to eat at Hot Suppa."
48,I've been wanting to try this place for a while since it's right down the street from me and I finally went for brunch with my aunt on Monday and it was great! As a vegetarian I felt they had lots of options for me which was great I got the French toast which was fantastic and my aunt got the falafel salad that she loved. It's small and cozy with art for sale on the walls which I loved and our waitress was super sweet! I will definitely be back.
49,"We love Hot Suppa for breakfast. The space is small and you can expect a wait, but it is worth it. Service is also always great."
50,"Loved this place! Came here during happy hour (4-6) and there was no wait. During happy hour, oysters are $1 each, and also $1 off all drinks. We got two rounds of oysters (20 total for the two of us), an appetizer portion of the Nashville hot chicken (one piece), and I also had a cocktail. 

The oysters were extremely fresh and yummy and came with a lovely horseradish sauce. My cocktail was also delicious and generously sized. The Nashville hot chicken, which was advertised as being extremely spicy and covered in a layer of cayenne, was as such but also finger licking delicious! The waitress was extremely nice and helpful, especially in describing the chicken and coming to check in on us or bring napkins every once in a while. I'd happily have the chicken again, but my boyfriend probably wouldn't. He said his face went numb and he couldn't taste a thing.

Highly recommend stopping by!"
51,"I could tell you all about how Hot Suppa is the best spot for brunch in Portland, but a few hundred people already beat me to the punch on that one.  Instead, I'll tell you why you should go there for dinner.

Cold night plus Hot Suppa is the best Portland winter combination.  The spicy, hearty soul food is enough to make anyone forget about the giant ice storm that is probably taking place on any given night in Maine.  The ""Hot Cat"" (like shrimp and grits only with fried catfish) and the ""fried chicken and a side"" are my favorites on their standard menu, but the specials are usually top notch as well.  Some of their sides are better than others, ask your server what is best.  Want brunch food for dinner, they always have their famous chicken and waffles!

The dinner prices here are pretty standard for a casual restaurant in Portland ($15-$20 for an entree) and there is no way you will ever leave hungry.  Oh, and the best part about dinner...usually not much of a wait."
52,"I really wanted to like this place, as I'm from the south, and can't resist a good plate of biscuits and gravy, but the biscuits and gravy I was served here were disappointingly bland. Nothing makes me sadder. I also wished the hash browns were crispier all the way through. Once I got past the top crispy part, which was delightful, the rest of the potatoes were soft and boring. It needed something to give it more pep. My sunny-side up eggs were cooked perfectly, however, with runny yolks that mingled so well with my hash browns.

I don't want to completely write this place off, since so much of their food sounds and looks delicious. My fellow diners ordered omelettes, which were rolled French-style and polished off with enthusiasm. Seems like this is a popular place, so they must be doing something right (they certainly do their eggs right) but unfortunately, I can't recommend their biscuits and gravy. I'm resolving to come back to try the rest of their menu"
53,Great place for a great breakfast. I had the corned beef egg sandwich on marble rye and my wife had the waffle plate. Excellent service and top of the line food!
