,name, rating,restaurant_id,price,address,latitude,longitude,category
43,the-sinful-kitchen,4.5,SUYEk4Idwyox7ljzoTKKiw,2,"['906 Brighton Ave', 'Portland, ME 04102']",43.673302,-70.31595899999999,"Breakfast & Brunch, Coffee & Tea, Gluten-Free, "
44,baharat,4.5,Jkr_bvXD9toMYePcnFB5Xw,2,"['91 Anderson St', 'Portland, ME 04101']",43.66604,-70.25541,"Middle Eastern, "
45,blue-rooster-food-company,4.0,wHy7MigtovvkmQoRrfUcdQ,1,"['5 Dana St', 'Portland, ME 04101']",43.6558455844539,-70.253389714259,"Sandwiches, American (New), Hot Dogs, "
46,bramhall,4.5,IFVqt80ROGRWq884m7rWCg,2,"['769 Congress St', 'Portland, ME 04102']",43.653673600000005,-70.2713788,"American (Traditional), Bars, "
47,liquid-riot-bottling-co,4.0,R2dk5oImVATJduKsAI1PKQ,2,"['250 Commercial St', 'Portland, ME 04101']",43.6544609069824,-70.2542877197266,"American (Traditional), Bars, Breweries, "
48,the-front-room,4.0,AuecSQtLH2oUwXEXZEv1gg,2,"['73 Congress St', 'Portland, ME 04101']",43.66727,-70.24649000000001,"Breakfast & Brunch, American (Traditional), "
49,little-tap-house,4.0,d4tcjIZ0uTnljYJkA7R8uw,2,"['106 High St', 'Portland, ME 04101']",43.65314,-70.26227,"Breakfast & Brunch, American (New), Gastropubs, "
50,jp's-bistro,4.5,m_q2VwqlbnPmIdsjOFmXgA,2,"['496 Woodford St', 'Portland, ME 04103']",43.6690801,-70.3006566,"American (Traditional), Italian, "
51,bayside-american-cafe,4.5,zPfg3n_-TXN0u05HThar9Q,2,"['98 Portland St', 'Portland, ME 04101']",43.65768972266021,-70.2656469439311,"Sandwiches, Breakfast & Brunch, Cafes, "
52,woodford-f-&-b,4.0,2g6SV6WryD7mwo2vgRNbiQ,3,"['660 Forest Ave', 'Portland, ME 04103']",43.6709338673948,-70.2845136073474,"American (New), Seafood, Bars, "
53,silly's,4.0,DQ-iAIOsTcU9GnWTPZ-CgA,2,"['40 Washington Ave', 'Portland, ME 04101']",43.664629705217294,-70.2519705717582,"Gluten-Free, Diners, Vegan, "
54,eaux,4.5,rL8z_kuasan7944oDoUduQ,0,"['90 Exchange St', 'Portland, ME 04101']",43.65822,-70.25551999999999,"Cajun/Creole, "
55,flatbread-company,4.5,kyarNtwFc9hqHFsDmbN7yw,2,"['72 Commercial St', 'Portland, ME 04101']",43.6573550703061,-70.2500543525629,"Pizza, Salad, Beer Bar, "
56,j's-oyster,3.5,FZXIMypSxktqxf62OZGVFQ,2,"['5 Portland Pier', 'Portland, ME 04101']",43.656014007420204,-70.2511765232788,"Seafood, "
57,miyake,4.5,ydpCQt4ZADqDFo2EZ7HTSg,3,"['468 Fore St', 'Portland, ME 04101']",43.655427172097596,-70.2554401850103,"Bars, Sushi Bars, Japanese, "
58,mi-sen-noodle-bar,4.5,IeF4q_ZeohItUszVVnSk0w,2,"['630 Congress St', 'Portland, ME 04101']",43.65355057903871,-70.264418228202,"Thai, Asian Fusion, "
59,noble-barbecue,4.5,dvmEas8X5deYNfNunXnYPQ,2,"['1706 Forest Ave', 'Portland, ME 04103']",43.698735211838596,-70.3119722753763,"Sandwiches, Barbeque, "
60,cong-tu-bot,4.5,zmwUzQXn3nVJ7J1l2QvrKw,2,"['57 Washington Ave', 'Portland, ME 04101']",43.665229700000005,-70.25205890000001,"Vietnamese, "
61,blue-spoon,4.0,LrxS3HbauzYhashsTB5vPw,2,"['89 Congress St', 'Portland, ME 04101']",43.66686,-70.24687,"American (New), Mediterranean, Tapas/Small Plates, "
62,becky's-diner,4.0,ibrPcysZL-EkKpVxC_-fDw,2,"['390 Commercial St', 'Portland, ME 04101']",43.650615,-70.25693100000001,"Breakfast & Brunch, American (Traditional), "
63,maiz-colombian-street-food,5.0,cJQ9a7ZRxqX197AxWwpctg,1,"['28 Monument Way', 'Portland, ME 04101']",43.6576070407951,-70.25854385122379,"Colombian, "
64,maine-oyster-company,5.0,jmL_E1oMvv77NqHBdoc2ow,0,"['38 Portland St', 'Portland, ME 04101']",43.65815,-70.26294,"Seafood, "
65,pai-men-miyake,4.0,iWR2CC0pnLY6OpJ7I6SvfQ,2,"['188 State St', 'Portland, ME 04101']",43.652919218049,-70.26708574719301,"Bars, Sushi Bars, Ramen, "
66,lolita-vinoteca-+-asador,4.5,2E6jklI3zGseR182WDk5dA,2,"['90 Congress St', 'Portland, ME 04101']",43.666589,-70.246717,"Bars, Mediterranean, Tapas/Small Plates, Wine Bars, "
67,the-5-spot-&-philly-underground-bar,4.5,wLjcMwqR__sMZCTvfvrrgw,1,"['935 Congress St', 'Portland, ME 04102']",43.65383,-70.279,"Sandwiches, Bars, Cheesesteaks, "
68,artemisia-cafe,4.5,yS_a0_VrYufO9WVgXQpaiw,2,"['61 Pleasant St', 'Portland, ME 04101']",43.653929999999995,-70.25917,"Breakfast & Brunch, Burgers, Cafes, "
69,five-fifty-five,4.0,tTKTsa-HGWnbxKrLOgM1Tg,3,"['555 Congress St', 'Portland, ME 04101']",43.655311584472706,-70.2621307373047,"Breakfast & Brunch, American (New), "
70,dutch's,4.5,AEVPmm_ZOTUvFALo1X68pA,1,"['28 Preble St', 'Portland, ME 04101']",43.657836002129706,-70.260703,"Sandwiches, Breakfast & Brunch, "
71,emilitsa,4.5,uPi2y7cseB5Ffl-Oz85--g,3,"['547 Congress St', 'Portland, ME 04101']",43.655559999999994,-70.26183,"Greek, "
72,yobo,4.5,EjYdvC0Ye6QcFBUaQ8ngBw,2,"['23 Forest Ave', 'Portland, ME 04101']",43.655169934181096,-70.2628979948421,"Asian Fusion, Korean, "
73,dimillo's-on-the-water,3.5,cKPfe87TXWw26-ggHTwJvw,3,"['25 Long Wharf', 'Portland, ME 04101']",43.654211133884104,-70.2506053447723,"American (New), Seafood, Italian, "
74,bob's-clam-hut,4.5,d0JTdMukyjo5ZvA-f0q5eA,0,"['111 Cumberland Ave', 'Portland, ME 04101']",43.6639373266478,-70.2516457906682,"Seafood, "
75,roma-cafe,4.5,FGKuWrx2w0xK04njRlkLxQ,2,"['767 Congress St', 'Portland, ME 04102']",43.6537136166302,-70.2716352294998,"Italian, "
76,veranda-noodle-house,4.5,aqbSiJBpDeaLLQAZWb_g2w,2,"['245 Commercial St', 'Portland, ME 04101']",43.65484,-70.25466999999999,"Thai, Vietnamese, Noodles, "
77,sisters-gourmet-deli,4.5,BNThuhU3QfO1Vtw_nA8OxA,1,"['15 Monument Sq', 'Portland, ME 04101']",43.6571162028915,-70.2587480081917,"Sandwiches, American (Traditional), Delis, "
78,crunchy-poké,5.0,XpHcmEvWzDTvam061HFnVw,2,"['426 Fore St', 'Portland, ME 04101']",43.6559,-70.25416,"Bars, Sushi Bars, Ramen, Poke, "
79,market-street-eats,4.5,y8aJlIcYO2pUHwp5XRoQWA,1,"['36 Market St', 'Portland, ME 04101']",43.6568619,-70.253179,"Sandwiches, Breakfast & Brunch, "
80,tipo,4.0,Bs3Xmofw54FOixxR3EMwpg,2,"['182 Ocean Ave', 'Portland, ME 04103']",43.6775012459286,-70.2811227700895,"Pizza, Italian, Bars, Cocktail Bars, "
81,hugo's-restaurant,4.0,kro44nD-eLBz7nCXfjTlKg,4,"['88 Middle St', 'Portland, ME 04101']",43.6593908093595,-70.251307637146,"American (New), "
82,maine-lobster-shack,4.0,3hDtyghnPa3pHA-J0vO9xw,2,"['425 Fore St', 'Ste 500', 'Portland, ME 04101']",43.65643,-70.25434,"Sandwiches, Seafood, Desserts, "
83,otto-pizza,4.5,4YH3aIL4twvgRvnPdZcXEw,2,"['576 Congress St', 'Portland, ME 04101']",43.6546,-70.26225,"Pizza, Gluten-Free, Vegetarian, "
84,nosh-kitchen-bar,3.5,KjhJIWu40JRBfnUIBsxfjw,2,"['551 Congress St', 'Portland, ME 04101']",43.655491,-70.261873,"Sandwiches, Burgers, Bars, Cocktail Bars, "
85,saeng-thai-house,4.5,8ldzD67dzJhcSOcrnyvenA,2,"['921 Congress St', 'Portland, ME 04102']",43.6539489667328,-70.27823857659911,"Thai, Asian Fusion, "
86,huong's-vietnamese-restaurant,4.0,F_twE5ZAXa-eIPqoq-lh_g,2,"['267 St John St', 'Portland, ME 04102']",43.65238,-70.27906999999999,"Vietnamese, "
87,portland-pottery-cafe,4.5,gLXImYcG9_uTdlnjXjooAw,2,"['118 Washington Ave', 'Portland, ME 04101']",43.66711,-70.25333,"Breakfast & Brunch, Cafes, Venues & Event Spaces, "
88,figgy's-takeout-&-catering,4.5,YFzdQ_3jcvRJy_PDlFWZ0g,2,"['722 B Congress St', 'Portland, ME 04102']",43.6528575,-70.269456,"American (Traditional), Chicken Wings, Comfort Food, "
89,forage-market,4.0,HSEzdsWPAAJX_HvgqsDJmQ,0,"['123 Washington Ave', 'Portland, ME 04101']",43.6674600463684,-70.2527199313045,"Sandwiches, Breakfast & Brunch, Bagels, "
90,solo-italiano,4.5,I6y8eGzbBvvxeRV5eCUj7Q,3,"['100 Commercial St', 'Portland, ME 04101']",43.656681484490996,-70.2509667717237,"Italian, Bars, "
91,portland-hunt-&-alpine-club,4.0,XuHShb4ZdGabX7c802KTFw,2,"['75 Market St', 'Portland, ME 04101']",43.6581083045551,-70.2544496580198,"Bars, Cocktail Bars, Gastropubs, "
92,ribollita,4.0,uviKFZf8oJjR6YreFmKt_g,2,"['41 Middle St', 'Portland, ME 04101']",43.660270000000004,-70.25038,"Seafood, Italian, "
93,gilbert's-chowder-house,3.5,zB023CtWpzb1J0bl7zQXwA,2,"['92 Commercial St', 'Portland, ME 04101']",43.6569435149431,-70.2507481724024,"Seafood, "
94,tacos-del-seoul,5.0,8oMhbgvsHrarOZajhTvr4A,1,"['Portland, ME 04101']",43.661792755127,-70.2584991455078,"Mexican, Food Trucks, Korean, "
95,congress-bar-&-grill,4.0,GXWGkmStL5cmjMgYfuMMIw,2,"['617 Congress St', 'Portland, ME 04101']",43.65388,-70.26451,"American (New), Burgers, Bars, "
96,yosaku,4.0,JwwIL-DcZuifTuto8uMSiw,2,"['1 Danforth St', 'Portland, ME 04101']",43.65439,-70.2574,"Bars, Sushi Bars, Japanese, "
97,andy's-old-port-pub,3.5,vMZveBk9VYC0QflVr9MpoA,2,"['94 Commercial St', 'Portland, ME 04101']",43.65683,-70.25068,"American (New), Pubs, Music Venues, "
98,asmara,4.5,06mdgJznxSTxyT02ZF1SrQ,2,"['51 Oak St', 'Portland, ME 04101']",43.655094146728494,-70.26137542724611,"African, Ethiopian, Eritrean, "
99,lazzari,4.5,bsSOmUTtdP0AGNR4QUq8XA,2,"['618 Congress St', 'Portland, ME 04101']",43.6535699950551,-70.2637498453259,"Pizza, Italian, Bars, "
100,slab-sicilian-street-food,4.0,aueA3j6wU71BHgqYGT8l5A,2,"['25 Preble St', 'Portland, ME 04101']",43.657891799999994,-70.2603735,"Pizza, Italian, Bars, "
101,docks-seafood,4.0,IHhq0LkplqfWSR-wtCGU2Q,2,"['15 Evans St', 'South Portland, ME 04106']",43.62665,-70.27983990000001,"Seafood, Seafood Markets, "
102,the-muthah-truckah,5.0,9AiChH0mngYYeG9NNcz-0w,1,"['Portland, ME 04103']",43.68872,-70.2881,"Sandwiches, Food Trucks, "
103,lenas-italian-comfort,4.5,IiY_B_0oAEHXFm78SKuoeQ,2,"['118 Washington Ave', 'Portland, ME 04101']",43.6670834036466,-70.2533646672964,"Italian, "
104,david's-restaurant,4.0,I_4DLfNss0-zD1KErjjBLg,3,"['22 Monument Sq', 'Ste 600', 'Portland, ME 04101']",43.6570053100586,-70.2589492797852,"American (New), Seafood, "
105,petite-jacqueline,4.0,ObwNuWEyVRuzXo2CVml9ww,3,"['46 Market St', 'Portland, ME 04101']",43.65726,-70.25359,"Bars, French, "
106,ameera-bread,4.5,XMujoMUrn4iequUZZ343iA,1,"['845R Forest Ave', 'Portland, ME 04103']",43.6768062,-70.28713359999999,"Sandwiches, Bakeries, Middle Eastern, "
107,the-grill-room,3.5,-HNLFczlKqTd2FHgbzP0wg,3,"['84 Exchange St', 'Portland, ME 04101']",43.658065435111,-70.25525637495,"American (New), Bars, Steakhouses, "
108,the-porthole-restaurant-&-pub,3.5,zuKvOxvdjWgVScaZBfDdFg,2,"['20 Custom House Wharf', 'Portland, ME 04101']",43.656310999999995,-70.250061,"Breakfast & Brunch, Seafood, Diners, "
109,coffee-me-up,5.0,pfmym51iVat9G1jR6W3EDA,1,"['221 Cumberland Ave', 'Portland, ME 04101']",43.6611662810493,-70.25641129927871,"Breakfast & Brunch, Coffee & Tea, "
110,pizzaiolo,4.5,Y9NzryxRp-snVZiF-u3-aA,1,"['360 Cumberland Ave', 'Portland, ME 04101']",43.6573822810147,-70.2620543539524,"Pizza, Salad, Desserts, "
111,local-sprouts-cafe,4.0,ZFgl9a-QmY_MP7ZHR0CEgQ,2,"['649 Congress St', 'Portland, ME 04101']",43.653465000000004,-70.265528,"Sandwiches, Breakfast & Brunch, Cafes, "
112,mami-portland,4.5,O6AAjTGZOuIlRy2cAizJGA,2,"['339 Fore St', 'Portland, ME 04101']",43.65712,-70.25205,"Food Trucks, Japanese, "
113,ohno!-café,4.5,j_ZE47Umyu9lys02NrkVGA,1,"['87 Brackett St', 'Portland, ME 04102']",43.64933776855471,-70.26381683349611,"Sandwiches, Coffee & Tea, Cafes, "
114,rosie's,4.0,Oj12Qvibci0BARoP4hEFpQ,2,"['330 Fore St', 'Portland, ME 04101']",43.656940000000006,-70.25161999999999,"Burgers, Seafood, Pubs, "
115,saigon-restaurant,4.0,FRbKH-v2tOlh5PK0Cm9oyQ,2,"['795 Forest Ave', 'Portland, ME 04103']",43.67528,-70.28645,"Vietnamese, "
116,sichuan-kitchen,4.0,LHY6N6zoRDiqMIJncYIXdQ,2,"['612 Congress St', 'Portland, ME 04101']",43.65364,-70.26356,"Szechuan, "
117,sip-of-europe,5.0,EdJyFWlvbiWrDy8jKgzIog,1,"['229 Congress St', 'Portland, ME 04101']",43.663109999999996,-70.25149,"Coffee & Tea, Creperies, "
118,susan's-fish-n-chips,4.0,Ai0SfYsmXOPDj1WJXEhkzw,2,"['1135 Forest Ave', 'Portland, ME 04103']",43.685989899999996,-70.29189000000001,"Seafood, "
119,ac-hotel-by-marriott-portland-downtown/waterfront,4.5,Y7zDqTrSjbqs1t69P3lZjg,0,"['158 Fore St', 'Portland, ME 04101']",43.66021004819329,-70.24785841918671,"Tapas/Small Plates, Hotels, "
120,bite-into-maine,5.0,XdXLVuH0a4jk680lDUey-Q,2,"['185 US Route One', 'Ste 2', 'Scarborough, ME 04074']",43.59532,-70.32772,"Seafood, "
121,red-sea-restaurant,4.5,B39Tnz6NVJWgIqKhNe4yoA,2,"['30 Washington Ave', 'Portland, ME 04101']",43.664268493652294,-70.25186157226561,"African, "
122,restaurante-el-corazon,3.5,JP8f13BBJt3-dcub_MC4cg,2,"['190 State St', 'Portland, ME 04101']",43.652991,-70.267121,"Bars, Mexican, "
123,rose-foods,4.0,EKlAt7mrPaXzrljDQ6vCxw,2,"['428 Forest Ave', 'Portland, ME 04101']",43.665530000287596,-70.2761299163103,"Sandwiches, Delis, Bagels, "
124,vinland,4.0,ofI741zlqhG3avIm935-xQ,3,"['593 Congress St', 'Portland, ME 04101']",43.654241868732996,-70.2629864747876,"American (New), Gluten-Free, Scandinavian, "
125,bearded-lady's-jewel-box,4.0,grET52fYYTNOgz5df9fJLw,2,"['644 Congress St', 'Portland, ME 04101']",43.6531982,-70.26528929999999,"Bars, Cocktail Bars, Tapas/Small Plates, "
126,schulte-&-herr,4.5,4t7F6XYUmfzJYXbj1jtqFg,2,"['349 Cumberland Ave', 'Portland, ME 04101']",43.657892275124595,-70.2618637428779,"Breakfast & Brunch, German, "
127,lb-kitchen,4.0,BC6B7cpdexEaI3_P_pV6ag,2,"['249 Congress St', 'Portland, ME 04101']",43.66267,-70.25206999999999,"Breakfast & Brunch, Bars, Cafes, Juice Bars & Smoothies, "
128,tu-casa-salvadorena-restaurant,4.0,-h-qnVu813WSUau9b5aRng,1,"['70 Washington Ave', 'Portland, ME 04101']",43.665541999999995,-70.252494,"Mexican, Latin American, "
129,timber-steakhouse-&-rotisserie,3.5,d7aBqLiIJxKtCR0xAHhTQw,3,"['106 Exchange St', 'Portland, ME 04101']",43.6584592760658,-70.2559623509262,"American (Traditional), Steakhouses, "
130,benkay-japanese-restaurant-&-sushi-bar,4.0,9VUAChf0B9Ut1puSfQ8JKg,2,"['16 Middle St', 'Portland, ME 04112']",43.660937,-70.248797,"Bars, Sushi Bars, Japanese, "
131,brgr-bar,3.5,gbs1eEgHutgPhr9cvq3XvQ,2,"['11 Brown St', 'Portland, ME 04101']",43.656220000000005,-70.25984,"American (Traditional), Burgers, Bars, Cocktail Bars, "
132,micucci-grocery,4.5,xeyP52LBmZCK21QBZ-AenA,1,"['45 India St', 'Portland, ME 04101']",43.66032,-70.2496,"Pizza, Grocery, Beer, Wine & Spirits, "
133,tally's-kitchen-at-bayside,4.5,VzsUsJKpKnRu-mfFazkiMw,0,"['84 Marginal Way', 'Portland, ME 04101']",43.66207,-70.26539,"Sandwiches, Breakfast & Brunch, Bakeries, "
134,black-cow,3.5,7VWuvZOrQTMBRgnYsTdvLw,2,"['83 Exchange St', 'Portland, ME 04101']",43.658229999999996,-70.25506,"American (Traditional), Burgers, Bars, Cocktail Bars, "
135,walter's,4.0,MWTo4Daz6eSKpfIy7l4Zxw,3,"['2 Portland Sq', 'Portland, ME 04101']",43.655993922192,-70.2555563375054,"American (New), Bars, "
136,locally-sauced,3.5,6QBUOqDJjCuIDrd7ehf_AA,0,"['Thompsons Point', 'Portland, ME 04102']",43.65425180118879,-70.29014265459661,"Tex-Mex, "
137,lio-restaurant,4.0,hZ0lOAtVJrj2Ett36GhmPg,0,"['3 Spring St', 'Portland, ME 04101']",43.6569999,-70.25663,"Italian, Tapas/Small Plates, Spanish, "
138,thai-esaan,4.5,V7rCS6vVjltE2B52XU2DPw,2,"['849 Forest Ave', 'Portland, ME 04103']",43.6768582073425,-70.2873110135613,"Thai, "
139,the-rusty-lantern,4.5,M6N0wCdnc8SY2Nn_2Zf5Tw,2,"['2282 Congress St', 'Portland, ME 04102']",43.6499406272658,-70.3323272243142,"American (New), Coffee & Tea, Gas Stations, "
140,olive-cafe,4.0,fum4JwZsrJHEX3-GNEC1og,2,"['127 Commercial St', 'Old Port', 'Portland, ME 04101']",43.65668,-70.2514,"Mediterranean, Lebanese, "
141,katahdin-restaurant,4.0,umd3FMXrVEacrWAqdJ8-rQ,2,"['27 Forest Ave', 'Portland, ME 04101']",43.65542,-70.26337,"American (New), "
142,hifi-donuts,4.5,QAE2DeILGOF-ND0e5yejug,1,"['30 City Ctr', 'Portland, ME 04101']",43.65712,-70.25805,"Breakfast & Brunch, Coffee & Tea, Donuts, "
143,sun-bakery-and-cafe,4.0,Kwi1tBox5ySzJ5qZjFeM0A,1,"['699 Forest Ave', 'Portland, ME 04103']",43.672109999999996,-70.28434,"Sandwiches, Breakfast & Brunch, Vietnamese, "
144,golden-lotus-chinese-cuisine,4.0,2hUcNeWXly8UwPntVUv7Uw,2,"['511 Congress St', 'Portland, ME 04101']",43.6565299292241,-70.2607053367706,"Cantonese, Dim Sum, "
145,crown-jewel,4.5,of8aiW7Nu5E20soNjoQJdQ,0,"['255 Diamond Ave', 'Portland, ME 04109']",43.683350475439205,-70.1943254789711,"American (New), Tapas/Small Plates, "
146,the-cheese-shop-of-portland,4.5,rcc3xYYf_bCqHPEtIKJxPw,0,"['93 Washington Ave', 'Unit 1', 'Portland, ME 04101']",43.66650331570371,-70.25254938075051,"Sandwiches, Cheese Shops, "
147,bite-into-maine,5.0,mSl4rUTLDVRqj6-EzIU9ew,2,"['1000 Shore Rd', 'Cape Elizabeth, ME 04107']",43.6230326483706,-70.2108703304399,"Seafood, Food Trucks, "
