10,"Went in January and there were only two reservation options open: first seating or last. We decided on an early dinner and headed over. It was right next to or hotel so we arrived before they started seating. The bartender was very friendly. He talked about a new cocktail he was working on that wasn't on the menu yet. It sounded good so we acted as guinea pigs for him- it was good, very good.

The dining room has a nice cozy feel. We were seated next to a group of guys who were discussing plans for opening a summer camp and it was a great conversation to eavesdrop on.

For appetizers we had grilled octopus and a simple salad. Both were excellent. I had blackened char for my entree and my wife had lobster with linguine. My fish was cooked perfectly and the side of potatoes and broccolini were great. Hers came with an entire split, grilled lobster and once we shucked that bad boy it was delicious in the garlicky sauce. Made good leftovers for when we got home too!

All and all this might have been the food highlight of our trip to Portland (maybe a tie with central provisions). 

The wine and beer menu presented a lot of options. We both loved a Greek white that was available that I cannot remember how to spell."
11,"Brought my boyfriend here for his graduation celebration dinner! Was disappointed with the food as it was incredibly bland this time around. 

I probably will try a new seafood restaurant the next time I come through Portland. 

Ordered the following and pictured below:
Mussels
Goat cheese
Swordfish
Goat cheese salad"
12,"Excellent mussels and bread.  Small cocktails and salty potato leek soup.  Nice atmosphere although a bit packed in. I had octopus and it was sorta greasy and the salad was just okay.  A lot of people were getting the Lobster diavolo it looked pretty good but messy to eat.  Also saw the clams and linguini in white sauce and that looked awesome.  With so much fresh seafood and restaurants in Portland, I won't be going back here.  Sorry no pictures"
13,"Lobster Diavolo. 
WOW. 
It was a bit pricey... but so worth it. Split between 2 people, we were left super full and satisfied. 
The bread they also give in the beginning is really good. I always make the mistake of eating too much of it.. but worth it.
The seafood pasta with lobster on top was amazing. They did not skimp out on the seafood. So many mussels and clams. All the seafood tasted fresh too. My only complaint is that the some parts of the lobster meat was watery/mushy. 

Also, it's $70 for this dish FYI (not $50 as it says on yelp haha)

But you should still do it. 

If i'm back in portland, i'm so down to have this again."
14,"To get: Lobster Diavolo 

It was impossible to get a reservation online so I was super excited when we were seated right after we walked in! My boyfriend and I shared the Lobster Diavolo and it was so large that we had dinner for the next day (though, we may also have been full from the 1.5 bread loaves we consumed). The flavor was good and it had a little bit of everything- pasta and all kinds of fish! Our waitress was very kind and the atmosphere was perfect- much like their other restaurants. Would love to come back and enjoy more seafood..."
15,"Phenomenal!

Walking into the restaurant from the cobblestone streets was in itself delightful! My boyfriend's buddy recommended this place to us when we took a weekend get-a-away together. Unfortunately, it was back in November and I can not list what my boyfriend and I ordered because we both ordered the specials of the night! (See pictures below)

I can vouch that both meals were absolutely delicious! My fish was cooked perfectly! So creamy, super moist, and its meaty texture satisfied my appetite.

The service was exceptional. Our waitress made sure we had everything we needed and could not have been more helpful in listing all the ingredients so we were aware of what was in the food. There were so many great options it was hard to choose from.

Fresh catches of seafood from Maine with local fresh grown produce. What more can you ask for!"
16,I can't think of a single issue to not go 5 stars!  Made our reservation more than a month out and were pretty seated in the packed place as soon as we walked in.  I had the grilled octopus to start and it was amazing! Save some bread to mop up all the goodies on the plate.  My wife's scallops were cooked to perfection and my shrimp and capers in a red sauce over linguine was about as perfect as can be.   Great wine selection.  My friend had the apple pie/crisp with ice cream and i stole a few bites and it was what was need on a cold night.
17,"This is an absolute must if you are anywhere near the state of Maine. Street & co is some of the best seafood you can find anywhere- period.  My absolute favorite is the scallops in Pernod which is pictured. 

You're doing yourself a disservice if you don't make a point of eating here.  I've been going to Portland for summers for about 15 years and Street & Co. continues to be my favorite restaurant."
18,"This is my 6th time back here... so that's telling you how good this place is!! It's definitely a MUST try place if you ever visit Portland, Maine. We had to skip lunch in order to make this dinner worth it. We got the lobster diavolo (for two), grilled octopus, fresh tuna, and oysters. Everything tasted so delicious and we got our seafood cravings fixed. We will be coming back to try their popular scallops and other dishes on the menu soon :)"
19,"I made my reservation almost 6 weeks in advance and that should be indication enough that this is a must try.

Based on the reviews and pictures, I had to have the lobster diavolo and let me tell you, it did not disappoint. Even my husband who prefers not to have seafood or pasta couldn't get enough of it. The dish was well worth the price as it was loaded with fresh seafood and that lobster on top was phenomenal. Buttery soft, super flavorful and just cooked perfectly. Loaded with clams, mussels and calamari and more pasta than you could ever need, we were full for days. There was enough food for us to even take it home and have another two meals out of it, and we eat a lot. 

The ambiance was great, the open kitchen is super fun and everyone was friendly. The next time i'm back in Portland I will definitely be back here again. The rest of the menu looked delicious and there was so much I wanted to try."
20,"I had the opportunity to dine here while on a business trip this week. The grilled octopus was out standing, the best I have ever had.  The spicy swordfish dolmas were packed with flavor.  The service was impeccable and extremely fast given the time of night. 

The kitchen is a clean impressive operation. They are efficient and the food is as beautiful as it is tasty. Thanks folk. 

For an after dinner liquid snack stop by Mash Tun  next door.   For a wonderful atmosphere and craft beer selection."
21,"So we planned a trip to portland and I made a reservation 2 months in advance for this place. It's a little hole in the wall in my opinion because I walked past it twice before finding it with google maps. It wasn't that busy since we went a few minutes after they opened so we got seated and ordered pretty quickly.

Our server was easy going and we already knew what we wanted since we looked at their menu online the previous day.

The portions matched the price and we actually had leftovers that night. Which is surprising since we ate everything we ordered at other restaurants. Our server was also nice enough to pack a doggy bag for us that night. Then there's the water boy.... do they have a water boy? He came over a few times to make sure our glasses were always full. 

We left with full bellies and it was a hefty hearty meal. Normally seafood gets me full but its light and I dont feel like I'm about to knock out for the night but this place gave me that feeling and I really enjoyed that."
22,"Very fancy restaurant, and I'm glad my friends and I tried this place during our Portland trip. Service is excellent as expected, and the food was really good, though I was super stuffed when we were barely into the lobster diavolo! Highly recommend if you can spend a bit of money and want to try some good seafood in a nice ambience."
23,"I have found the best destination for anyone interested in the best of the best in Portland. We enjoyed the Brandade and Blackened Halibut. The seasoning was a perfect match for the serving. 

I loved the Lemond Drop Martini and Bourbon Pecan Pie while there, too.

Alice was an amazing server.

Thank you, Alice!"
24,Ambiance is top notch.  I would come back here anytime.  Oysters I did not love (and I love oysters) so that shocked me.  And I did 2 of everything they had that night.  My meal however - the scallops - were TO DIE FOR.  Service was also wonderful.
25,"This is still one of my favorite restaurants in th rd Portland area.  I've yet to have a bad meal here as the food is always well prepared.  My only complaint would be this restaurant books put months in advance so if you want to ensure a reservation, plan ahead."
26,Great for a date night. Cozy bar area. Dining area was a little crammed and loud which made it difficult to have a conversation. But overall a great dining experience. The Sole Franchisee accompanied with roasted potatoes and broccoli was nicely seasoned. The lobster with butter and garlic over linguini is a great meal for someone with a big appetite. The portion sizes are reasonable for the price. We would definitely be back for another date night.
27,"Excellent food, I got the broiled lobster with linguine and it was amazing. It comes in standard white sauce or spicy red sauce. Both were really good. The lobster you get is around 1.5 lbs on a sizzling pan. The dessert is also to die for. I got the some vanilla pudding thing (top thing on the menu) and it was out of this world. If you are ever in down town Portland you have to give this place a try. The only issue is that there may be a wait due to the popularity of this restaurant. Put your name down and walk around the street. There's a lot going on lol."
28,"The food was inoffensive. Folks had raved to us about Street & Co. and its family of restaurants, so when reservations appeared we jumped at the chance. Service was good, atmosphere was nice, but the food left a lot to be desired. The mussels were tasty and well prepared, but the rest of our meal was ""...fine."" The shrimp and linguine would've been a hit in any New Jersey Italian joint, but we expected a bit more. The blackened halibut was well cooked, but cold by the time it got to us and severely underseasoned. A little salt goes a long way. And the drinks weren't well balanced. Maybe folks were struggling tonight?

Street is great if you've got family in town that needs to watch their salt intake or thinks lemon is ""too spicy."" Otherwise go somewhere exceptional like Drifters Wife."
29,"Amazing food, the oysters were some of the best I've ever had. The staff was extremely attentive and spot on even on a very busy night. I had the muscles and my boyfriend had the lobster and both were 10/10. Definitely come here if you love food seafood. Amazing large drink selection as well. will definitely be back!!"
30,"Spent three days in Portland and this was my lowest point. Good service but the food we ordered (Scallops) 35$ plus I legit spit out into my napkin. It had at least $35 worth of salt in it. Wouldn't go back, would never recommend to anyone. A shame, you'd think if you're paying top dollar for seafood they'd at least make it edible."
31,"A must when you are in Portland. I had Eventide oyster for lunch and was satisfied with oysters but not my other seafood cravings so I wanted to go to another seafood restaurant for dinner. There were 2 of us on a Wednesday night and we got a table right away. The decor was very comfy and trendy at the same time with warm lights, exposed brick walls, and dried hanging seasoning plants. 

We got the whole fish of the day which was Branzino. The fish was cooked perfectly. The sauce was tomato based and on the heavier/saltier side but it complements the fish when you eat it together. If the sauce is tone downed a little, the dish would be spot on. 

The other dish we had was the scallops (in the pan section of the menu). The scallops were very soft and melts in the mouth. The sauce and the grains were amazing. I also dipped the bread with the sauce and was very full after eating the whole dish

Food=5
Price= 4.5 (considering location/ingredients)
Service =4 ( our server had flat affect but everyone else was friendly) 

Would definitely come back again when visiting!"
32,"Everyone get the strawberry rhubarb pie and thank me later!!

Per previous reviews, anticipate approximately an hour wait. It was definitely worth the wait! My boyfriend and I came here and only ordered the Lobster Diavolo for 2, approximately ~60. It's a huge pot of linguini with mussels, clams, calamari, and a lobster. This was the ONLY thing we ordered, no bread, no appetizer, nada, and we were full out of our minds. This dish alone was enough for dinner and lunch the next day! The linguine was cooked perfectly. The seafood was fresh. The lobster meat was so tender. The dish was a teeny bit spicy, but overall, awesome taste and deal! 

We never skip on dessert, so we ordered panna cotta and the strawberry rhubarb pie, a la mode. I would 1000% advise you to order the rhubarb pie. The crust is made of cornmeal, but it was crumbly, warm, and buttery and absolutely awesome with ice cream and the tart, sweet, strawberry rhubarb filling. It was so good that we asked if they sold whole pies... to go. Unfortunately the answer was no. But, yes my fellow yelpers, get that rhubarb pie. 

If I were to return to Maine again, I'm almost sure to, I will definitely come back here!"
33,"If you are looking for good Italian food, this is not the place for you. I ordered calamari linguine in white sauce, it had no salt and no flavor. I asked for cheese to add some seasoning, the waitress with blonde side bangs rolled her eyes. She threw the utensils on the table when serving my boyfriend as well. Our waitress was extremely rude and considering that we were the only ones treated that way, it makes me think she was racist."
34,"I've been looking for some nicer restaurants to take my wife to when visiting my family and it fell between Street & Co and Eventide. Street & Co fell short of expectations.

The restaurant is more upscale casual. Tables are very close together. 

The food skewed great to average. I loved our muscles. Best I've ever had. Great portion. Generous for 2, adequate for 3, lean for 4. 

The entrees were okay.

The seafood was cooked well but it was not prepared well. I don't mind a bit of interaction with my food at a restaurant of this caliber, but I wasn't a fan of scraping the lobster tail meat out and cracking and scraping the meat out of the claws for my lobster dish. My wife was also not thrilled about every other bite of her Branzino containing bones. It was also light on flavor.

Wine was great, service was average, food was average.

I prefer Gilbert's Chowder House or DiMillo's."
35,"It cannot be denied this place does solid seafood dishes. Cooked perfectly and well seasoned. Their lobster pasta diavolo is the most popular. It is delicious indeed and full of flavor. It's honestly a pound of pasta and generous amounts of seafood (clams, squid, mussels and a whole lobster).
They had a crabmeat mushroom pasta appetizer that evening that I found to be far superior to the lobster dish. It's a different flavor profile (not dosed in heavy handed garlic or tomato...phew) which I enjoyed far more. I wish I ordered a double portion for dinner.
I've had their scallops in Pernod cream in the past, delicious but the sides are so uninspiring. And I remember the grain (farro) was a bit underdone to my liking. For the cost of these dishes ($30+) I expect a bit more for the accompaniments to a seafood plate than a spoonful of whatever grain cooked en masse and a vegetable.

Wait time/hard to get reservations+price+cramped space = maybe a once a year off season during the week visit."
36,"I first went to Street & Co. in 1992. What a delight of fine fusion dining!  Copper top tables back in the day. I fell in love with Portland in '92 and moved up from Boston in the spring of '94. 

In '94 Portland was pre-cell phone, internet and social media. Places like Brian Boru, Pepper Club and Katahdin rained supreme... and you'd wonder what deals, shows, and performing arts would be listed in The Casco Bay Weekly!

Scallops, pan seared. Polenta and asparagus. A lovely French table white. Thinking about the Christmas Tree lighting!  Walking home to York Street. The Scotia Prince coming in... the smells emanating from Becky's!  

Portland has changed since '94. Greatly. You can't go back in tome Gatsby."
37,"This was our favorite restaurant on our recent visit to Maine! We opted for the mussels as an appetizer, which went perfectly with the complimentary bread! Dip the bread into the amazing garlicy sauce for a tasty bite! 

For our entree, we decided on the clam linguine with white sauce. Although we enjoyed it, I would recommend trying something with a red or Alfredo sauce if you plan to get the mussels. The flavor profile of these two dishes is very similar, so it can get repetitive on the palate if you are looking to try different flavors! We loved our choices and didn't mind that both had a very similar sauce, but it can be helpful to keep this in mind when making a selection. You can't go wrong with anything here, the seafood is incredibly fresh and every single element is cooked to absolute perfection. 

We finished off with the strawberry rhubarb pie, which was to die for- we would go back just for this! 

Definitely make a reservation prior to coming to save on wait time!"
38,Food was awesome! They took our party earlier than expected. I liked their wine selection and their food was big enough to feed 2 people at least!
39,"Street & co is one of my favorites so far in Portland. If you're craving seafood go here. All the food (including the free bread) was great, and my favorite dish was the octopus appetizer. 

Seating can be tough to get so I would recommend calling ahead."
40,"This is a top tier restaurant in Old Port - According to a tourist. We've been visiting Portland for five years now and usually we try the same places - Duckfat and Eventide. Why mess with a good thing, right? Being in Portland for an extra day we decided to try Street and Co as they were dog friendly. 


First the staff was very friendly with our dog, she pretty much goes every where we go. The manager came out and said hello to our dog and the waitress ended up bringing us a big dish of water. 
The food was outstanding, I wanted to try the lobster but the specials sounded so good. I would give the food 4/5 honestly as it is really hard to get perfect food. This stands toe to toe with Eventide when it comes to seafood. 

Overall between their staff and the quality of food, we would def recommend coming in. We plan on visiting with my parents in the near future."
41,"The food and service were so prompt and on point. I sat at the bar and had access to the complete menu. I started with oysters, and each of them were great. I have discovered through restaurants like this that I truly like Maine Oysters. These were fresh and light. They were not full of brine or seawater flavor. For the entree, I had the scallops (the regular broiled version). They were in a nice light butter. I ate up the dish quickly. The potatoes were soft and seasoned well (a light seasoning). Since I wasn't overly hungry, these two items were the right amount for a meal. I also had the house bread, which was soft with a crunchy crust. I would recommend that you put this on your list of places to stop in when visiting Portland."
42,There is no reason to write out a long review when it can be summed up so quickly. SIMPLY DELICIOUS! The lobster fra diavolo was simply incredible and a must have. It is quite big so obviously you can share it but you might just want to eat the whole thing yourself. Great friendly staff and service to match the incredible food.
43,"My husband planned an incredible birthday weekend for me, filled with good seafood in Portland, ME.  It's hard to go wrong in this town because everything is so food-esque and chef-y but Street and Co. is definitely the best.  It's a good experience, with a lively atmosphere, open kitchen, friendly service. Prices are also decent for the portion of food you get... 

Of course we got the famed lobster diavolo ($60), and honestly it says it feeds two but you could probably fee 3 or 4. We're pigs so the server said we had ""above average consumption"" **sheepish** but honestly, all the elements were very tasty so it's hard to put down. You get: 

- A full lobster, which was fresh and well done. They crack some of it for you but you still have to do some work. The server was great about refilling our bowl for shells, etc. 
-Linguine pasta in a yummy spicy tomato sauce, arribata style 
-Tons and tons of fresh clams, mussels (meaty!), and calamari (the worst and the least)

A filling, delicious meal. 

We also tried some of the ""tastes"" which were craft little bites, creatively done. Among them, a cooked tuna dolma (stuffed grape leaf) with dirty rice - my fave. Halibut salad stuffed in a red piqullo pepper, and the Arctic Char type of deviled egg. Which was actually yummy considering I don't love deviled eggs. 

For drinks, my hubby had a local beer, and two cocktails - 1) the cocchi which was a bubbly processco type of refreshing cocktail, and 2) the Night Out which was a boozy martini type drink with savignon blanc. This was a pretty boozy cocktail. 

For dessert, we shared a light, airy Greek Yogurt Cake. It came with citrus notes, and pistachio. It's not everyone's cup of tea- quite light and perhaps tarte but I don't like really sweet desserts so it was perfect for me. They put a nice candle on it for me since it was my birthday and gave plenty of well wishes along the way. 

Food came out quickly; we had an 830 res and were seated nearly right away. The restaurant was clearing out by the time we left."
44,"Definitely the best meal we had in Portland. 

The environment is very nice and I was impressed with the wait staff. 

We started with the octopus appetizer. The octopus was nicely charred and the spices (mainly paprika) were good. We were slightly disappointed in the size of the dish as typically we get bigger portions when we order octopus. 

For dinner I got the lobster with linguine. The lobster was delicious as expected and the linguine was great but I thought it had too much garlic in it. Towards the end of it I was trying to get the last few strands of linguine and was just getting full scoops of chopped garlic. 

My wife got the scallops and they were incredible. Definitely agree with the other reviewers. Would highly recommend this. 

Overall, very nice dinner."
45,"Street & Co is a member of the family of restaurants that include Fore Street and Scales and after a great dinner at Fore we gave it a whirl.

Upon entering the joint I was immediately cramped... not just because of the amount of people (it's very popular) but also because of the low ceilings and crammed layout.  As we waited for our table we ordered drinks in the lounge area which did not have a bar, rather various low tables and peripheral seating against a wall.  Somehow we found a couple is chairs on the periphery while we sipped our drinks but it was hard to relax as I constantly had to re adjust to let others pass as their tables were ready.  When our table came up we were ushered to a twofer against a brick wall, which I actually welcomed since that meant that there would be no traffic to one side.  I know I'm harping on this as it should be about the food, but it's important to mention that if you are not in to continuous bustle and the related acoustic cacophony heightened by wood-beamed low ceilings this is not a good choice for dinner.  Romance will not be had here!  On several table passes, various diners kept bumping our roasting pans that housed are mains as the handles extended out a bit.  Ugh!!  But on to the food:

Our starters were good-- the octopus was tender enough and maybe under-spiced and I missed the crunchy char that is often a highlight of this dish.  The Manchego membrillo starter would have been better for dessert as the combo of the paste with a fig cake created a sweetness imbalance with the cheese.  My fault though, so no big deal.  The heirloom tomato salad was the best of the three as the produce was amazingly fresh and not eclipsed by an overbearing dressing.  Maybe the olives were house cured or so they seemed!

The whole fish Branzino came atop a braised kale and mushroom base with a balsamic broth that paired perfectly with the white flesh of the fish.  I'm not usually a fan of white flaky anything in the fish camp but they nailed this treatment on the flavor spectrum.  The shrimp came atop a scampi like ""white sauced"" linguini and it was expectedly rich, decadent and teeming with roasted garlic and julienned basil.  The shrimp was sadly a tad over-done which made it dense and a bit chewy instead of that ""pop"" one gets when it's cooked to perfection.  My wife and I both thought the sauce had some other element that made the dish denser like ground pine nuts etc.... when we asked our serve said it was just garlic that was roasted..... I'm still not buying it though as this dish is one of my own specialties and garlic doesn't get to that denseness unless toasted to a golden color.

We paired the meal with a 2013 Sancerre which was a great choice if I do say so myself!

And thus I'll end by saying that it was a decent meal, not spectacular, and the ambience was aggravating.  Oh and our clothes smelled of the place long after leaving.  Fore St was better on all levels.

Robbo, Parker, CO keeping it as honest as I can!"
46,"A great seafood meal and a really fun atmosphere!

Lobster and pasta, yum!"
47,"Amazing (I don't use that term frequently!) dinner tonight and terrific recommendations by Mark made for the best dinner of our trip to Portland! Started with the mussels... could've stopped there... so plentiful and the garlic butter sauce was so delicious I wanted to scrape the bowl! My hubby had the grilled lobster over linguini in garlic sauce and I had the scallops in Pernod & cream. OMG... so much food and incredibly delicious. We brought half of it home! We'll definitely be back if we make it back to Portland. Thank you, Mark, for your divine recommendations!"
48,"This place was good for dinner, but not great. My fiancee and I came here and ordered the lobster diavolo. It was a LOT of food; more food than the two of us could finish. And there was a lot of seafood for us to share, plus some decent pasta.

But it wasn't the best pasta or seafood that I ever had. It was good but not great. I would go back, but only to try the other dishes which I think would be better.

I think the lobster diavolo is a tourist trap; if you come here order something else unless you are really hungry."
49,"What a great place! We had an amazing dinner here, and the atmosphere was perfect. Fresh seafood, great service, very cool layout with an open kitchen. So amazing!"
50,"Such an incredible meal and dining experience. Good company, good wine and hands down one of the best seafood culinary experiences I've ever had. My table ordered what they're known for, the lobster diavolo and then we switched it up and went for the garlic lobster and the scallops in Pernod and cream. 
The scallops were incredible!!! The highlight of the meal. Creamy tender buttery amazingness. My mouth is watering for more already... and dare I say, better than the lobster diavolo?! Even though the lobster diavolo was soooo good. So pick what you're more in the mood for, marinara based spicy mussels, clams and lobster (very mild heat!) or creamy butter heaven 
And the appetizers were amazing too!!!! Baked octopus and calamari!"
51,"Had the lobster diavolo and shared it with my gf. I did not realize it was a pasta with noodles underneath.. The portion was huge and was worth the $60. It could of been shared between three people. Everything tastes phenomenal from the lobster to the mussels, clams, calamari, noodles, sauce, etc etc. Will go back on an empty stomach to get this again. 

The place itself is kind of small and was smokey when we first walked in, but reserving a seat was easy.. We walked in and chose 6:30pm which was about 25 mins Saturday night on cinco de mayo.. We walked around for a bit and came back to immediately be seated so wasn't bad at all.."
52,"The great and the bad.  
The great was the food and ambiance.  Excellent and I'd give it 5 stars.  
The bad, and I mean bad, was the blond hostess who just couldn't be more unpleasant and unwelcoming.  Completely lacking the ability to smile or get a greeting out of her mouth.  She acted as though she was doing everyone a huge favor to allow them to eat there.  

And it wasn't just us that she was unpleasant to, we were waiting to be seated when three other couples arrived for their reservation and she treated them like they were annoying her.  One of the couples actually asked us what her problem was!   I also saw her delivering some of the food to a few tables later on and she put them down on the tables as though it was beneath her to deliver food.  No smile, no words, just dropping the plates with a cold face and walking away. 

Maybe she was the owner's wife because it's impossible to understand any other circumstance which would put such a cold and unfriendly person in that position.  She's the first impression and trust me when I tell you, it's not a good one.
  
Normally I wouldn't bother mentioning a hostess, unless I had something great to say, and it pains me to reduce this rating to 3 stars because of one person but she really was a such an immediate and complete negative from the moment we arrived to the moment we left.  

When we left, I said goodbye to her just to see if she would even respond at all.  She didn't.  

Anyway, the food was incredible.  Grilled octopus appetizer, tuna appetizer with oil and salt, freshly grilled halibut to perfection.  
I wanted to order their specialty, lobster fra diavolo which looked amazing but I was having some stomach issues so unfortunately, I decided against it.  

The ambiance and service were great.  

Make a reservation, enjoy the delicious food and be prepared to ignore the hostess and her ridiculously rude  holier than thou attitude."
53,"Lobster Diavolo!! I had this place bookmarked before my trip to Maine. After reading some reviews, I knew I had to go here to try their lobster diavolo pasta for two. We made a reservation for Monday dinner. The ambiance is upscale casual, and I really loved the cute decors that added to the cozy interior. Even the complimentary bread was very warm and chewy that I almost filled myself up with too much bread. When our food and drinks came out, I was initially surprised with their generous portion. The food came out relatively fast, and the service was excellent. Because of the season, the lobsters had hard shell as opposed to soft shell; so we had hard time trying to break open the shell. The waiter took the lobster inside and had it hammered it for us. Will revisit when we go to Maine."
54,"Not sure how the food is yet. We haven't eaten though we've been here for two hours. Still waiting.... not impressed. We've had a few beers and cocktails - which have been just ok.

Update: finally got our food! It was ok. I'm almost sad, as I had expectations that the food was going to be amazing and change my mind. The scallops were very tough and over done. 
So... long wait. Cocktails - eh. Food- ok. Service- also not great. Probably wouldn't come back."
55,"This place lives beyond the hype. 

I hate that I have to live in Shitcago. Why can't we have lobsters in Lake Michigan? Ugh. 

Well, bf and i were in Portland for the weekend (drove up from Boston, where he lives) and Street & Co. was our second stop. After filling myself with the big ass lobster roll at Bite Into Maine, I was scared that I may not be able to enjoy my dinner at S & Co. 

Wrong! The ginormous Lobster Diavolo (for ""2 ppl,"" but more for like 5) was so insanely good we both could not stop stuffing ourselves, because we both knew that if we stopped, we'd regret it.

If anyone is every in Portland, this place is a must!"
